source;target;date;origin;destination
2;89;1751-8-28;Unknown;Unknown
2;280;1751-8-3;Berlin, Berlin (state), Germany, Europe;Greater London, England, Europe
2;87;1751-8-30;Berlin, Berlin (state), Germany, Europe;Unknown
2;183;1751-8-31;Berlin, Berlin (state), Germany, Europe;Unknown
2;87;1751-8-31;Unknown;Unknown
2;87;1751-8-31;Unknown;Unknown
2;316;1751-8-5;Unknown;Unknown
2;87;1751-8-5;Unknown;Unknown
146;2;1751-8-6;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
174;2;1751-8-6;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;146;1751-8-7;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
299;2;1751-8-7;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;182;1751-9-12;Unknown;Unknown
2;287;1751-9-14;Berlin, Berlin (state), Germany, Europe;Unknown
182;2;1751-9-15;Berlin, Berlin (state), Germany, Europe;Unknown
2;293;1751-9-15;Unknown;Unknown
2;308;1751-9-15;Unknown;Unknown
2;89;1751-9-15;Unknown;Unknown
2;327;1751-9-16;Unknown;Unknown
2;119;1751-9-2;Berlin, Berlin (state), Germany, Europe;Unknown
2;119;1751-9-20;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
26;119;1751-9-22;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;146;1751-9-22;Unknown;Unknown
2;85;1751-9-24;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;146;1751-9-25;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;293;1751-9-30;Unknown;Unknown
2;87;1751-9-30;Unknown;Unknown
2;1212;1751-9-4;Unknown;Dresden, Saxony, Germany, Europe
2;177;1751-9-7;Berlin, Berlin (state), Germany, Europe;Unknown
87;2;1751-9-8;Nysa, Opole (province), Poland, Europe;Unknown
2;87;1752-0-0;Unknown;Unknown
2;300;1752-1-1;Berlin, Berlin (state), Germany, Europe;Wittenberg, Saxony-Anhalt, Germany, Europe
2;293;1752-1-1;Unknown;Unknown
300;1264;1752-1-1;Unknown;Unknown
2;24;1752-1-14;Berlin, Berlin (state), Germany, Europe;Unknown
2;1212;1752-1-15;Berlin, Berlin (state), Germany, Europe;Unknown
2;293;1752-1-16;Unknown;Unknown
2;293;1752-1-16;Unknown;Unknown
2;293;1752-1-16;Unknown;Unknown
2;293;1752-1-16;Unknown;Unknown
2;308;1752-1-16;Unknown;Unknown
2;214;1752-1-16;Unknown;Unknown
2;119;1752-1-18;Berlin, Berlin (state), Germany, Europe;Unknown
2;299;1752-1-18;Berlin, Berlin (state), Germany, Europe;Unknown
2;1265;1752-1-18;Berlin, Berlin (state), Germany, Europe;Unknown
2;1212;1752-1-18;Berlin, Berlin (state), Germany, Europe;Unknown
146;119;1752-1-18;Unknown;Unknown
2;316;1752-1-19;Unknown;Unknown
2;316;1752-1-2;Unknown;Unknown
2;1212;1752-1-22;Berlin, Berlin (state), Germany, Europe;Dresden, Saxony, Germany, Europe
2;48;1752-1-24;Berlin, Berlin (state), Germany, Europe;Unknown
2;87;1752-1-25;Unknown;Unknown
2;183;1752-1-27;Berlin, Berlin (state), Germany, Europe;Unknown
2;177;1752-1-28;Berlin, Berlin (state), Germany, Europe;Unknown
2;87;1752-1-30;Unknown;Unknown
2;271;1752-1-30;Berlin, Berlin (state), Germany, Europe;Unknown
2;293;1752-1-31;Unknown;Unknown
88;2;1752-1-5;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;87;1752-1-5;Unknown;Unknown
2;206;1752-1-7;Berlin, Berlin (state), Germany, Europe;Unknown
2;146;1752-1-8;Berlin, Berlin (state), Germany, Europe;Unknown
2;177;1752-1-8;Berlin, Berlin (state), Germany, Europe;Unknown
2;119;1752-10-1;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;89;1752-10-1;Unknown;Unknown
2;293;1752-10-11;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;88;1752-10-12;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
206;2;1752-10-12;Brescia, Brescia (province), Lombardia, Italy, Europe;Unknown
2;327;1752-10-15;Unknown;Unknown
2;293;1752-10-2;Unknown;Berlin, state of Berlin, Germany, Europe
2;1212;1752-10-21;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Dresden, Saxony, Germany, Europe
2;107;1752-10-24;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
301;2;1752-10-24;Rouen, Seine-Maritime (department), Haute-Normandie, France, Europe;Unknown
183;2;1752-10-27;Montpellier, Hérault (department), Languedoc-Roussillon, France, Europe;Unknown
2;146;1752-10-28;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;304;1752-10-28;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;221;1752-10-3;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;146;1752-10-3;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;293;1752-10-3;Unknown;Berlin, state of Berlin, Germany, Europe
2;308;1752-10-3;Unknown;Berlin, state of Berlin, Germany, Europe
2;183;1752-10-3;Unknown;Unknown
2;289;1752-10-3;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;293;1752-10-30;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;87;1752-10-31;Unknown;Unknown
87;2;1752-10-31;Unknown;Unknown
2;87;1752-10-31;Unknown;Unknown
87;2;1752-10-31;Unknown;Unknown
2;87;1752-10-31;Unknown;Unknown
87;2;1752-10-31;Unknown;Unknown
2;87;1752-10-31;Unknown;Unknown
2;85;1752-10-31;Unknown;Unknown
302;179;1752-10-4;Bath, Somerset, England, United Kingdom, Europe;Unknown
2;289;1752-10-7;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Versailles, Yvelines, Île-de-France, France, Europe
2;1152;1752-10-7;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;558;1752-10-7;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
303;2;1752-10-8;Berlin, Berlin (state), Germany, Europe;Unknown
2;293;1752-10-9;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
107;2;1752-11-1;Erlangen, Middle Franconia district, Bavaria (free state), Germany, Europe;Unknown
2;293;1752-11-1;Unknown;Unknown
2;293;1752-11-10;Unknown;Unknown
2;327;1752-11-13;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;119;1752-11-15;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
293;2;1752-11-15;Berlin, Berlin (state), Germany, Europe;Unknown
2;293;1752-11-16;Unknown;Unknown
2;293;1752-11-16;Unknown;Unknown
2;293;1752-11-16;Unknown;Unknown
2;303;1752-11-16;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;87;1752-11-16;Unknown;Unknown
87;2;1752-11-16;Unknown;Unknown
2;377;1752-11-16;Unknown;Unknown
2;355;1752-11-17;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;304;1752-11-17;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;293;1752-11-17;Unknown;Unknown
2;1212;1752-11-18;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;327;1752-11-19;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;206;1752-11-21;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;146;1752-11-22;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;221;1752-11-24;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;183;1752-11-25;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;87;1752-11-27;Unknown;Unknown
2;48;1752-11-28;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
87;112;1752-11-29;Unknown;château de Maupertuis, Meylan, Lot-et-Garonne, Aquitaine, France, Europe
2;89;1752-11-30;Unknown;Unknown
2;293;1752-11-30;Unknown;Unknown
2;1266;1752-11-30;Unknown;Unknown
89;85;1752-11-30;Unknown;Unknown
2;316;1752-11-4;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
304;2;1752-11-5;Unknown;Unknown
2;288;1752-11-7;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;332;1752-11-8;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Bern, canton of Bern, Switzerland, Europe
2;286;1752-12-1;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;293;1752-12-1;Unknown;Unknown
112;87;1752-12-10;Unknown;Unknown
305;332;1752-12-12;Unknown;Unknown
2;293;1752-12-13;Unknown;Unknown
2;183;1752-12-15;Berlin, Berlin (state), Germany, Europe;Unknown
2;293;1752-12-15;Unknown;Unknown
2;293;1752-12-15;Unknown;Unknown
2;293;1752-12-15;Unknown;Unknown
2;293;1752-12-15;Unknown;Unknown
2;293;1752-12-15;Unknown;Unknown
2;293;1752-12-15;Unknown;Unknown
268;2;1752-12-15;Unknown;Unknown
2;183;1752-12-16;Berlin, Berlin (state), Germany, Europe;Unknown
2;304;1752-12-16;Unknown;Unknown
2;146;1752-12-18;Berlin, Berlin (state), Germany, Europe;Unknown
2;119;1752-12-18;Berlin, Berlin (state), Germany, Europe;Unknown
2;177;1752-12-18;Berlin, Berlin (state), Germany, Europe;Unknown
2;558;1752-12-18;Berlin, Berlin (state), Germany, Europe;Unknown
2;1267;1752-12-19;Berlin, Berlin (state), Germany, Europe;Unknown
2;1212;1752-12-23;Berlin, Berlin (state), Germany, Europe;Unknown
87;112;1752-12-24;Unknown;Unknown
2;289;1752-12-25;Berlin, Berlin (state), Germany, Europe;Unknown
2;333;1752-12-25;Unknown;Unknown
306;327;1752-12-26;Berlin, Berlin (state), Germany, Europe;Unknown
2;1268;1752-12-29;Berlin, Berlin (state), Germany, Europe;The Hague, South Holland, Netherlands, Europe
306;327;1752-12-30;Berlin, Berlin (state), Germany, Europe;Unknown
112;318;1752-12-30;Berlin, Berlin (state), Germany, Europe;Unknown
2;293;1752-12-30;Unknown;Unknown
2;293;1752-12-31;Unknown;Unknown
2;293;1752-12-31;Unknown;Unknown
2;327;1752-12-31;Unknown;Unknown
2;327;1752-12-31;Unknown;Unknown
2;556;1752-12-31;Europe;Unknown
2;271;1752-12-4;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1269;1752-12-4;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
87;2;1752-12-5;Unknown;Unknown
2;87;1752-12-5;Unknown;Unknown
295;304;1752-12-6;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;177;1752-12-8;Unknown;Unknown
2;177;1752-2-1;Berlin, Berlin (state), Germany, Europe;Unknown
2;316;1752-2-1;Unknown;Unknown
2;294;1752-2-10;Berlin, Berlin (state), Germany, Europe;Unknown
2;271;1752-2-11;Berlin, Berlin (state), Germany, Europe;Unknown
2;293;1752-2-11;Unknown;Unknown
177;2;1752-2-13;Versailles, Yvelines (department), Île-de-France, France, Europe;Unknown
2;1270;1752-2-14;Berlin, Berlin (state), Germany, Europe;Unknown
2;221;1752-2-15;Berlin, Berlin (state), Germany, Europe;Unknown
2;271;1752-2-15;Berlin, Berlin (state), Germany, Europe;Unknown
307;2;1752-2-15;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
308;2;1752-2-15;Unknown;Unknown
2;308;1752-2-15;Unknown;Berlin, state of Berlin, Germany, Europe
2;316;1752-2-16;Berlin, Berlin (state), Germany, Europe;Unknown
2;316;1752-2-16;Unknown;Unknown
2;293;1752-2-16;Unknown;Berlin, state of Berlin, Germany, Europe
2;271;1752-2-18;Berlin, Berlin (state), Germany, Europe;Unknown
2;119;1752-2-19;Unknown;Unknown
2;271;1752-2-2;Berlin, Berlin (state), Germany, Europe;Unknown
2;271;1752-2-20;Berlin, Berlin (state), Germany, Europe;Unknown
2;87;1752-2-20;Unknown;Unknown
309;2;1752-2-20;Lyons, Rhône (department), Rhône-Alpes, France, Europe;Unknown
182;2;1752-2-20;Brunswick, Braunschweig district, Lower Saxony (state), Germany, Europe;Unknown
2;308;1752-2-20;Unknown;Berlin, state of Berlin, Germany, Europe
294;2;1752-2-22;Gotha, Erfurt district, Thuringia (state), Germany, Europe;Unknown
146;2;1752-2-24;Unknown;Berlin, state of Berlin, Germany, Europe
310;2;1752-2-24;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;271;1752-2-24;Berlin, Berlin (state), Germany, Europe;Unknown
2;50;1752-2-25;Berlin, Berlin (state), Germany, Europe;Unknown
2;177;1752-2-25;Unknown;Unknown
26;2;1752-2-25;Paris, Ville de Paris (department), Île-de-France, France, Europe;Potsdam, Brandenburg, Germany, Europe
87;2;1752-2-25;Unknown;Unknown
260;2;1752-2-28;Paris, Ville de Paris (department), Île-de-France, France, Europe;Berlin, state of Berlin, Germany, Europe
2;316;1752-2-28;Unknown;Unknown
2;146;1752-2-6;Berlin, Berlin (state), Germany, Europe;Unknown
2;288;1752-2-7;Berlin, Berlin (state), Germany, Europe;Unknown
2;313;1752-2-8;Berlin, Berlin (state), Germany, Europe;Unknown
183;119;1752-2-8;Unknown;Unknown
2;181;1752-2-9;Berlin, Berlin (state), Germany, Europe;Unknown
2;26;1752-3-10;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;146;1752-3-11;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
119;289;1752-3-11;Unknown;Unknown
101;1135;1752-3-12;Dresden, Dresden district, Saxony (state), Germany, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;260;1752-3-14;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;308;1752-3-14;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;183;1752-3-14;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;558;1752-3-14;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1271;1752-3-15;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;119;1752-3-16;Unknown;Unknown
2;308;1752-3-16;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1191;1752-3-17;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;348;1752-3-18;Berlin, Berlin (state), Germany, Europe;Unknown
2;1168;1752-3-18;Berlin, Berlin (state), Germany, Europe;Unknown
2;1212;1752-3-18;Berlin, Berlin (state), Germany, Europe;Unknown
2;308;1752-3-18;Unknown;Berlin, state of Berlin, Germany, Europe
146;2;1752-3-19;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
24;312;1752-3-20;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;146;1752-3-20;Unknown;Unknown
2;316;1752-3-21;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1272;1752-3-24;Berlin, Berlin (state), Germany, Europe;Unknown
26;2;1752-3-24;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
311;2;1752-3-25;Lunéville, Meurthe-et-Moselle (department), Lorraine, France, Europe;Unknown
50;2;1752-3-26;Paris, Ville de Paris (department), Île-de-France, France, Europe;Berlin, state of Berlin, Germany, Europe
2;48;1752-3-27;Berlin, Berlin (state), Germany, Europe;Unknown
2;1212;1752-3-27;Berlin, Berlin (state), Germany, Europe;Unknown
2;107;1752-3-28;Berlin, Berlin (state), Germany, Europe;Unknown
2;119;1752-3-3;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
312;2;1752-3-30;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
313;2;1752-3-4;Coppet, canton of Vaud, Switzerland, Europe;Unknown
2;279;1752-3-5;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;308;1752-3-5;Unknown;Berlin, state of Berlin, Germany, Europe
2;1212;1752-3-6;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Dresden, Saxony, Germany, Europe
2;146;1752-4-1;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1267;1752-4-1;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1212;1752-4-1;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;107;1752-4-10;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;299;1752-4-10;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
314;2;1752-4-11;Zerbst, Magdeburg district, Saxony-Anhalt (state), Germany, Europe;Unknown
2;293;1752-4-12;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;24;1752-4-14;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;316;1752-4-15;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;558;1752-4-15;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
88;2;1752-4-15;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;89;1752-4-16;Unknown;Unknown
2;89;1752-4-16;Unknown;Unknown
2;288;1752-4-18;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
107;2;1752-4-20;Unknown;Unknown
2;119;1752-4-22;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
179;302;1752-4-24;Greater London, England, United Kingdom, Europe;Unknown
2;1273;1752-4-25;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;50;1752-4-28;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;271;1752-4-29;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;88;1752-4-29;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;26;1752-4-3;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;271;1752-4-3;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;88;1752-4-3;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;308;1752-4-30;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Berlin, state of Berlin, Germany, Europe
315;2;1752-4-30;Unknown;Unknown
2;1212;1752-4-8;"Potsdam, Potsdam district, Brandenburg (state), Germany,
                     Europe";Unknown
316;2;1752-5-11;Berlin, Berlin (state), Germany, Europe;Potsdam, Brandenburg, Germany, Europe
2;316;1752-5-12;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;107;1752-5-15;Unknown;Unknown
183;119;1752-5-15;Unknown;Unknown
2;293;1752-5-19;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
317;2;1752-5-19;Amsterdam, North Holland (province), Netherlands, Europe;Unknown
2;48;1752-5-2;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;119;1752-5-22;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;293;1752-5-23;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;271;1752-5-23;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;103;1752-5-25;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;146;1752-5-3;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1212;1752-5-31;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Dresden, Saxony, Germany, Europe
2;293;1752-5-31;Unknown;Unknown
119;1063;1752-5-31;Unknown;Unknown
273;299;1752-5-5;Unknown;Unknown
2;316;1752-5-8;Unknown;Berlin, state of Berlin, Germany, Europe
2;316;1752-5-9;Unknown;Unknown
2;183;1752-6-10;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1212;1752-6-10;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
318;316;1752-6-11;Versailles, Yvelines (department), Île-de-France, France, Europe;Unknown
107;2;1752-6-12;Unknown;Unknown
2;299;1752-6-13;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;316;1752-6-15;Unknown;Unknown
2;87;1752-6-16;Unknown;Unknown
2;293;1752-6-16;Unknown;Unknown
2;107;1752-6-17;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;348;1752-6-17;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;318;1752-6-17;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1212;1752-6-17;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;308;1752-6-19;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Berlin, state of Berlin, Germany, Europe
2;293;1752-6-22;Unknown;Unknown
2;293;1752-6-23;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;293;1752-6-27;Unknown;Unknown
2;146;1752-6-3;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;293;1752-6-30;Unknown;Unknown
2;89;1752-6-30;Unknown;Unknown
2;89;1752-6-30;Unknown;Unknown
2;89;1752-6-30;Unknown;Unknown
2;89;1752-6-30;Unknown;Unknown
2;89;1752-6-30;Unknown;Unknown
2;85;1752-6-30;Unknown;Unknown
2;107;1752-6-5;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1274;1752-6-5;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;308;1752-6-8;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Berlin, state of Berlin, Germany, Europe
2;119;1752-6-9;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;293;1752-7-1;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;271;1752-7-1;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;316;1752-7-1;Unknown;Unknown
2;146;1752-7-11;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
271;2;1752-7-12;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;293;1752-7-14;Sanssouci palace, Sanssouci Park, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;316;1752-7-15;Sanssouci palace, Sanssouci Park, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;320;1752-7-15;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;558;1752-7-15;Sanssouci palace, Sanssouci Park, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
87;2;1752-7-16;Unknown;Unknown
319;2;1752-7-17;Unknown;Unknown
26;119;1752-7-17;Unknown;Rouen, Seine-Maritime, Haute-Normandie, France, Europe
2;317;1752-7-18;Unknown;Unknown
89;317;1752-7-18;Unknown;Unknown
26;174;1752-7-20;Unknown;Unknown
2;89;1752-7-20;Unknown;Unknown
2;146;1752-7-22;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1275;1752-7-22;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;308;1752-7-23;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;119;1752-7-24;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;271;1752-7-25;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;177;1752-7-25;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;87;1752-7-25;Unknown;Unknown
2;214;1752-7-28;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;316;1752-7-29;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;293;1752-7-3;Unknown;Unknown
2;293;1752-7-31;Unknown;Unknown
2;206;1752-7-4;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1201;1752-7-8;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;556;1752-7-8;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1212;1752-7-8;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Dresden, Saxony, Germany, Europe
177;2;1752-8-1;Unknown;Unknown
2;1202;1752-8-1;Unknown;Unknown
2;316;1752-8-1;Unknown;Unknown
2;293;1752-8-11;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1212;1752-8-12;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
320;2;1752-8-12;Gotha, Erfurt district, Thuringia (state), Germany, Europe;Unknown
2;293;1752-8-15;Unknown;Unknown
2;89;1752-8-16;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;89;1752-8-16;Unknown;Unknown
30;2;1752-8-16;Unknown;Unknown
2;316;1752-8-16;Unknown;Unknown
206;2;1752-8-18;Brescia, Brescia (province), Lombardia, Italy, Europe;Unknown
2;119;1752-8-19;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
310;2;1752-8-20;Unknown;Unknown
2;89;1752-8-20;Unknown;Unknown
2;293;1752-8-20;Unknown;Berlin, state of Berlin, Germany, Europe
2;48;1752-8-22;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1212;1752-8-22;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
321;2;1752-8-24;Paris, Ville de Paris (department), Île-de-France, France, Europe;Unknown
2;293;1752-8-25;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;289;1752-8-25;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;181;1752-8-25;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;1212;1752-8-25;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Dresden, Saxony, Germany, Europe
2;87;1752-8-25;Unknown;Unknown
2;316;1752-8-26;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;177;1752-8-26;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;316;1752-8-28;Unknown;Unknown
2;286;1752-8-29;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;89;1752-8-31;Unknown;Unknown
2;89;1752-8-31;Unknown;Unknown
2;459;1752-8-4;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;293;1752-8-4;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;139;1752-8-5;Unknown;Unknown
2;1276;1752-8-5;Unknown;Unknown
2;146;1752-8-5;"Potsdam, Potsdam district, Brandenburg (state), Germany,
                     Europe";Unknown
2;334;1752-8-5;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;107;1752-8-5;Unknown;Unknown
2;1212;1752-8-7;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Dresden, Saxony, Germany, Europe
2;146;1752-9-1;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;316;1752-9-12;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
2;293;1752-9-15;Unknown;Unknown
2;293;1752-9-15;Unknown;Unknown
2;1117;1752-9-16;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Paris, Ville de Paris (department), Île-de-France, France, Europe
2;88;1752-9-16;Potsdam, Potsdam district, Brandenburg (state), Germany, Europe;Unknown
